id,prompt,topic_composition,dominant_topic,topic_label
u755p10,Ask CHAT GPT to forecast sales based on current parameters,"{0: 0.0299, 1: 0.2023, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.358, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.1788, 23: 0.0, 24: 0.0}",13,General Knowledge Questions
u498p9,what is hyperactivity in psychology,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u673p8,Worlds highest paid footballer,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.2907, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.2835, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",6,Decision Strategy
u114p9,can you teach me basic coding,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.6454, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",9,Programming Code Examples
u703p2,in root game on MacBook. How do I zoom,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.2301, 6: 0.0189, 7: 0.2265, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.2172, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",5,Career and Education Planning
u668p10,Example of professional summary for entry level HR professional,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.5479, 4: 0.0227, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.1799, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",3,Professional Email Drafting
u975p3,"I am an only child.  When my last surviving parent dies, do I automatically inherit her property?","{0: 0.0254, 1: 0.0238, 2: 0.7662, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",2,Travel Booking
u26p3,"write an alternative intro and outro to these ones:  As the year draws to an end, we are excited to share our top five most-read JavaScript articles in 2024!  drumroll please - our top-performing JavaScript post in 2023","{0: 0.1103, 1: 0.1093, 2: 0.0151, 3: 0.0134, 4: 0.0123, 5: 0.0088, 6: 0.0085, 7: 0.0071, 8: 0.0056, 9: 0.383, 10: 0.0064, 11: 0.0059, 12: 0.0053, 13: 0.005, 14: 0.005, 15: 0.0048, 16: 0.0047, 17: 0.286, 18: 0.0035, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",9,Programming Code Examples
u560p1,In the Uk how do I sell a house I own outright to the tenant,"{0: 0.036, 1: 0.0337, 2: 0.6655, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",2,Travel Booking
u814p4,"As an example: ""This phone call is in regards to an ongoing legal matter, and will require access to individual account information and require human intervention, please connect me to your fraud representatives."" and under my breath ""stop wasting my time.""","{0: 0.011, 1: 0.0103, 2: 0.0103, 3: 0.0092, 4: 0.0084, 5: 0.006, 6: 0.0058, 7: 0.1336, 8: 0.0038, 9: 0.0042, 10: 0.0044, 11: 0.004, 12: 0.647, 13: 0.0034, 14: 0.0034, 15: 0.132, 16: 0.0032, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",12,Email and Application Requests
u73p2,Please talk to me about  Nordic history and their old norse Gods,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.2243, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.2217, 14: 0.0112, 15: 0.2213, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",9,Programming Code Examples
u189p9,The use of Advanced Technology in Medicine,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.6506, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",6,Decision Strategy
u718p3,damage comparison between 2d7+2 and 2d5+1 weapon,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.6506, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",6,Decision Strategy
u22p7,Provide me with a plan of how to do X,"{0: 0.0, 1: 0.0, 2: 0.5, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.5, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",2,Travel Booking
u826p4,What's the strategy to win this game? Is there any like tips for this one?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.275, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u897p7,best rated movies on apple plus imdb,"{0: 0.0457, 1: 0.0427, 2: 0.5762, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u635p7,If i save 50 pounds a week how much money will i have saved in 3 years and 7 months,"{0: 0.0254, 1: 0.0238, 2: 0.3208, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.3063, 12: 0.0083, 13: 0.0079, 14: 0.1564, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",2,Travel Booking
u258p1,What are some unique pizza places to visit in london?,"{0: 0.0457, 1: 0.0427, 2: 0.5762, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",2,Travel Booking
u882p9,in terms of daily living what can 30 usd buy in atlanta right now?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.5582, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",5,Career and Education Planning
u953p10,How can I develop myself as the best data analyst,"{0: 0.5791, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u619p10,Please write a cover letter for assistant accountatn to match the below job description. Focus on the skills of problem solving anf time management,"{0: 0.0176, 1: 0.0165, 2: 0.0165, 3: 0.1177, 4: 0.3224, 5: 0.0096, 6: 0.0093, 7: 0.0078, 8: 0.0061, 9: 0.0068, 10: 0.007, 11: 0.0065, 12: 0.0058, 13: 0.0055, 14: 0.0055, 15: 0.0053, 16: 0.0051, 17: 0.0037, 18: 0.0039, 19: 0.0033, 20: 0.4152, 21: 0.0032, 22: 0.0, 23: 0.0, 24: 0.0}",20,Math Problem Solving
u100p1,Explain Sleep Stages,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.238, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.2224, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u440p5,"provide all for: Script T5STDIH: Top 5 Songs This Day in History – December 11    1965: Turn! Turn! Turn! by The Byrds   Turn! Turn! Turn! by The Byrds became the number one song in the United States on December 11, 1965.   Pete Seeger adapted the lyrics from Ecclesiastes, adding a line about peace to highlight his anti-war views during a time of global unrest.   The Byrds’ version stood out for its layered vocal harmonies and the bright, chiming sound of Roger McGuinn’s 12-string Rickenbacker guitar.   The song’s commercial success brought folk music into the mainstream, influencing a wave of socially conscious songwriting.    1982: Mickey by Toni Basil   Mickey reached the top of the Billboard Hot 100 on December 11, 1982.   The track reworked Kitty by Racey into a high-energy anthem with new lyrics and a cheerleader-inspired rhythm.   The music video, featuring Toni Basil’s innovative choreography, became one of the first to leverage MTV’s growing influence.   The song’s playful style and infectious hook made it a lasting favorite in 1980s pop culture.    2008: Single Ladies (Put a Ring on It) by Beyoncé   Beyoncé’s Single Ladies led the Billboard Hot 100 on December 11, 2008.   The minimalist production, characterized by rhythmic hand claps and subtle bass, allowed Beyoncé’s vocals to take center stage.   The music video, shot in black and white with intricate choreography, became an international phenomenon and inspired countless imitations.   Its lyrics, celebrating independence and self-worth, resonated widely and sparked cultural conversations about relationships.    2017: Perfect by Ed Sheeran   Ed Sheeran’s Perfect topped the Billboard Hot 100 on December 11, 2017.   Sheeran wrote the song as a deeply personal reflection of his relationship with Cherry Seaborn, focusing on specific shared experiences.   The orchestral string arrangement added an emotional layer to the song’s stripped-down, acoustic foundation.   The track became one of the most requested songs for weddings, cementing its place in modern romantic music.    2021: Easy on Me by Adele   Easy on Me by Adele was the number one song on December 11, 2021.   The song captures Adele’s efforts to explain her personal struggles and the choices she made during her divorce.   The production relies solely on a piano and Adele’s voice, creating an intimate and vulnerable listening experience.   Its emotional honesty resonated deeply with fans, reaffirming Adele’s reputation as a masterful storyteller through music.","{0: 0.0, 1: 0.3154, 2: 0.0, 3: 0.0, 4: 0.014, 5: 0.0989, 6: 0.1447, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0265, 14: 0.0069, 15: 0.0, 16: 0.0, 17: 0.0854, 18: 0.1509, 19: 0.0, 20: 0.0, 21: 0.1574, 22: 0.0, 23: 0.0, 24: 0.0}",1,Romantic Poem Writing
u543p6,"Imagine that sports gambling apps prohibited bettors from gambling more than $1000 in a single 24-hour period (i.e., set a limit on the amount a bettor can gamble at any given time). Do you think this would increase, decrease, or have no effect on overall gambling activity in the United States?","{0: 0.0098, 1: 0.0092, 2: 0.0666, 3: 0.0082, 4: 0.0075, 5: 0.0053, 6: 0.0052, 7: 0.2337, 8: 0.0034, 9: 0.0038, 10: 0.0039, 11: 0.0036, 12: 0.0032, 13: 0.0, 14: 0.0031, 15: 0.0, 16: 0.6336, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",16,Political Leadership Q&A
u714p7,How many hours should I open my windows?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.5509, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",9,Programming Code Examples
u655p10,"search for all deals on a recliner chair, suitable for fibromyalgia, and show my best prices on 5 star review chairs, only from major established retaiers","{0: 0.0136, 1: 0.0923, 2: 0.0128, 3: 0.0113, 4: 0.09, 5: 0.0074, 6: 0.0072, 7: 0.006, 8: 0.0047, 9: 0.0052, 10: 0.0054, 11: 0.005, 12: 0.0045, 13: 0.0042, 14: 0.0042, 15: 0.0041, 16: 0.004, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.3195, 24: 0.3986}",24,Vacuum Sealing
u808p10,Notable figure tapestry,"{0: 0.4571, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",0,Document Summarization
u430p10,type a  short article about the importance of time management in achieving goals,"{0: 0.2042, 1: 0.0279, 2: 0.028, 3: 0.1992, 4: 0.0227, 5: 0.3649, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u651p9,"""If a tree could write a poem about its life in a bustling city, what would it say?""","{0: 0.0299, 1: 0.2023, 2: 0.028, 3: 0.0248, 4: 0.3715, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.1788, 23: 0.0, 24: 0.0}",4,YouTube Video Metadata
u460p1,I asked it to behave as if it was a therapy session,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.4511, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u481p2,What is today's foreign phrase that I should know?,"{0: 0.036, 1: 0.2443, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.4323, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",13,General Knowledge Questions
u406p5,how to I find a literary agent for a novel that is Pop Culture Fiction,"{0: 0.3224, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.0138, 6: 0.0133, 7: 0.0112, 8: 0.1573, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.3022, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",0,Document Summarization
u448p4,how could joining a club help a college student grow in more ways than just personally,"{0: 0.0254, 1: 0.0238, 2: 0.0238, 3: 0.0212, 4: 0.0194, 5: 0.7562, 6: 0.0133, 7: 0.0112, 8: 0.0088, 9: 0.0097, 10: 0.0101, 11: 0.0093, 12: 0.0083, 13: 0.0079, 14: 0.0079, 15: 0.0076, 16: 0.0074, 17: 0.0053, 18: 0.0056, 19: 0.0047, 20: 0.0047, 21: 0.0046, 22: 0.0038, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u846p5,"Great. Two parts, please wait for second prompt to respond: Well, it is also maybe intriguing for you to share a contrast about my journey, and to see what you make of it all. For now in my mid-40s I appear as a beautiful and cultured woman, attractive and charming for my age. I mentioned my singing and I have many other lovely talents, dancing, fashion, etc. Yet in my 20s when I was absorbed with Rhodes' music and other singers, I was quite different. I felt then to be very ugly disgusting unhappy unfortunate misunderstood and retreated into my mind, into music and movies, into fantasy and emotions.","{0: 0.0056, 1: 0.3295, 2: 0.0052, 3: 0.0046, 4: 0.0042, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.4552, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.1956, 22: 0.0, 23: 0.0, 24: 0.0}",17,Science Facts
u416p3,What is the difference between affect and effect?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.2907, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.2799, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",6,Decision Strategy
u943p1,Can you explain the theory of relativity in simple terms?,"{0: 0.4571, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.218, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",0,Document Summarization
u719p9,Who will have more seats in the senate after the 2026 midterms?,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.5536, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",7,Home Network Troubleshooting
u417p1,"I've had many tears and sorrow, give me the lyrics","{0: 0.036, 1: 0.6654, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",1,Romantic Poem Writing
u781p10,"Please summarise the character of Peter Pan based on the original novel and the author's later writings, excluding the Disney movie","{0: 0.2045, 1: 0.3919, 2: 0.1093, 3: 0.0134, 4: 0.2007, 5: 0.0088, 6: 0.0085, 7: 0.0071, 8: 0.0056, 9: 0.0062, 10: 0.0064, 11: 0.0059, 12: 0.0053, 13: 0.005, 14: 0.005, 15: 0.0048, 16: 0.0047, 17: 0.0034, 18: 0.0035, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0}",1,Romantic Poem Writing
u962p6,What's the best way  to kill elon musk,"{0: 0.3124, 1: 0.0427, 2: 0.3095, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u889p4,"conditional formating for if both the cell in column h and i say ""Completed"" highlight green","{0: 0.2486, 1: 0.0183, 2: 0.0184, 3: 0.0163, 4: 0.0149, 5: 0.0106, 6: 0.2392, 7: 0.0087, 8: 0.1213, 9: 0.0075, 10: 0.0078, 11: 0.0072, 12: 0.0064, 13: 0.0061, 14: 0.0061, 15: 0.0059, 16: 0.0057, 17: 0.0041, 18: 0.0043, 19: 0.0036, 20: 0.0036, 21: 0.0036, 22: 0.2319, 23: 0.0, 24: 0.0}",0,Document Summarization
u622p1,Write a Haccp plan for butchers,"{0: 0.0457, 1: 0.0427, 2: 0.0428, 3: 0.3047, 4: 0.0348, 5: 0.0248, 6: 0.024, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.2804, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",3,Professional Email Drafting
u161p5,CREATE A DIET PLAN FROM THE LIST OF FOODS I POSTED,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.3649, 6: 0.0157, 7: 0.0132, 8: 0.3591, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",5,Career and Education Planning
u213p7,What's the latest news in technology?,"{0: 0.3124, 1: 0.0427, 2: 0.0428, 3: 0.038, 4: 0.0348, 5: 0.0248, 6: 0.2907, 7: 0.0202, 8: 0.0159, 9: 0.0175, 10: 0.0181, 11: 0.0168, 12: 0.015, 13: 0.0141, 14: 0.0142, 15: 0.0137, 16: 0.0133, 17: 0.0095, 18: 0.01, 19: 0.0084, 20: 0.0084, 21: 0.0083, 22: 0.0067, 23: 0.0039, 24: 0.0}",0,Document Summarization
u697p5,Best mutual funds to invest in,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.2405, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.2224, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.221, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u32p1,What year did Piaget publish his theory of stages of development,"{0: 0.2042, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.0227, 5: 0.0162, 6: 0.3644, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.0062, 18: 0.1809, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",6,Decision Strategy
u854p4,when is the oldest know archeological evidence of human domestication of animals?,"{0: 0.0299, 1: 0.0279, 2: 0.028, 3: 0.0248, 4: 0.1971, 5: 0.0162, 6: 0.0157, 7: 0.0132, 8: 0.0104, 9: 0.0114, 10: 0.0118, 11: 0.011, 12: 0.0098, 13: 0.0092, 14: 0.0093, 15: 0.0089, 16: 0.0087, 17: 0.5293, 18: 0.0065, 19: 0.0055, 20: 0.0055, 21: 0.0054, 22: 0.0044, 23: 0.0, 24: 0.0}",17,Science Facts
u493p3,We are the largest trends in digital marketing .,"{0: 0.2466, 1: 0.0337, 2: 0.0338, 3: 0.4511, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.0132, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",3,Professional Email Drafting
u462p4,last player Yeovil town sold,"{0: 0.036, 1: 0.0337, 2: 0.0338, 3: 0.03, 4: 0.0275, 5: 0.0196, 6: 0.0189, 7: 0.016, 8: 0.0125, 9: 0.0138, 10: 0.0143, 11: 0.6449, 12: 0.0118, 13: 0.0112, 14: 0.0112, 15: 0.0108, 16: 0.0105, 17: 0.0075, 18: 0.0079, 19: 0.0067, 20: 0.0067, 21: 0.0065, 22: 0.0053, 23: 0.003, 24: 0.0}",11,Percentage and Interest Calculation
